,Unnamed: 0,ID,Date,Username,Tweet,ReplyCount,RetweetCount,LikeCount,QuoteCount,URL,sentiment_label,sentiment_score
6013,6051,1622737253377114112,2023-02-06 23:21:24+00:00,Aslihanmavii,#Türkiye bir yandan canla başla birlik olmak için elinden gelen her şeyi yapıyor. İstanbul Havalimanında binlerce vatandaş #deprem bölgesine gidip AFAD'a gönüllü yardım etmek için bekliyor. 🙌 https://t.co/34f2f9YBmw,0,0,1,0,https://twitter.com/Aslihanmavii/status/1622737253377114112,positive,0.9907
6015,6053,1622737248453029891,2023-02-06 23:21:23+00:00,AdamTiryaki,"İnsanın elinden bir şey gelmiyor ya en çok da o koyuyor. Yarabbim sen yardım et sen enkaz altındaki vatandaşlarımızdan yardımını esirgeme. #turkiyem 
#Hatay #deprem",0,0,1,0,https://twitter.com/AdamTiryaki/status/1622737248453029891,positive,0.8228
6017,6055,1622737245378600962,2023-02-06 23:21:22+00:00,Rahmangrc38,Allah rızası için özel ve şahsi araçlarınız ile yollara çıkamayınca. Otobüs kullanın. 1 saatir aynı yerde bekliyoruz... ❗❗❗❗ Yardıma gidemiyoruz. #deprem #hatayyardimbekliyor #seferberlik #Elbistan #sondakikadeprem #nurdagi #YARDIM https://t.co/h3WmxUmI5A,0,0,1,0,https://twitter.com/Rahmangrc38/status/1622737245378600962,positive,0.6659
6020,6058,1622737241704394755,2023-02-06 23:21:22+00:00,KitaplarVeCay,"Elhamdülillah Güzel Şeyler de Oluyor. Bir Çocuk Daha Kurtarıldı..❤
#deprem #Hatay #ohal #hatayyardimbekliyor #seferberlik #Elbistan https://t.co/JCF3akEZhm",0,1,1,1,https://twitter.com/KitaplarVeCay/status/1622737241704394755,positive,0.9871
6024,6062,1622737230228860928,2023-02-06 23:21:19+00:00,BallkanHavalari,Pisi pisine ölmek bizim fıtratımızda var. #deprem,0,1,5,1,https://twitter.com/BallkanHavalari/status/1622737230228860928,positive,0.5875
6026,6064,1622737228584591360,2023-02-06 23:21:18+00:00,lemanlly26,"#deprem Allahım sən qoru. 🙏😔💔Ölənlərə rəhmət,qalanlara can sağlığı🙏Allah səbr versin...🇦🇿🇹🇷",0,0,2,0,https://twitter.com/lemanlly26/status/1622737228584591360,positive,0.7763
6029,6067,1622737224902103041,2023-02-06 23:21:18+00:00,isatopal1,"Arkadaslar silifke susanoglun da rahatca konaklayabileceginiz evimiz vardir.Disarida kalan özellikle cocuklu aileler varsa kapimiz sonuna kadar acik, ihtiyaç sahipleri varsa iletiniz lutfen yardimimiz dokunursa memnun oluruz.
iletişim:05424534133
#deprem
#Mersin #Hatay #ohal",0,3,2,0,https://twitter.com/isatopal1/status/1622737224902103041,positive,0.8207
6030,6068,1622737223773822978,2023-02-06 23:21:17+00:00,wesrac1,Oturup ağlayacağım artık elimden başka bir şey gelmiyo allahım sen sabır ver enkaz altındakilere #HelpTurkey #seferberlik #deprem #iskenderun,0,0,0,0,https://twitter.com/wesrac1/status/1622737223773822978,positive,0.6319
6037,6075,1622737215171223553,2023-02-06 23:21:15+00:00,canbergce,"22 saat oldu Hataya yardım edin artık @RTErdogan @kilicdarogluk @vekilince @AFADBaskanlik @TSKGnkur 

#deprem #earthquakeinturkey #Hatay",0,0,0,0,https://twitter.com/canbergce/status/1622737215171223553,positive,0.5788
6038,6076,1622737209919938561,2023-02-06 23:21:14+00:00,itslalunabitch,lütfen bu günleri de atlattıktan sonra yine bir şeyler unutulmasın ve önemli mevzular görmezden gelinilmesin. bi artık güzel sabahlara uyanmak istiyoruz. #deprem,0,0,0,0,https://twitter.com/itslalunabitch/status/1622737209919938561,positive,0.9691
6042,6080,1622737203829800962,2023-02-06 23:21:13+00:00,mmmstrawberryy,"ACİL🚨
ARKADAŞLAR LÜTFEN YAYALIM!!!
#hatayyardimbekliyor #DEPREMOLDU
#deprem @haluklevent @OguzhanUgur @DepremDairesi https://t.co/scPHTDywPo",0,0,0,0,https://twitter.com/mmmstrawberryy/status/1622737203829800962,positive,0.9536
6043,6081,1622737196707880960,2023-02-06 23:21:11+00:00,dimensahin,HATAYDAN GELEN MESAJLAR LUTFEN HATAYA YARDIM GONDERIN #Hatay #hatayyardimbekliyor #deprem https://t.co/5S3lQv9EZ3,1,6,7,0,https://twitter.com/dimensahin/status/1622737196707880960,positive,0.9677
6046,6085,1622737190651592704,2023-02-06 23:21:09+00:00,ferhatkaratayy,kadere bırakılmış her yer #deprem #depremhatay #depremgaziantep #depremkahramanmaras #depremmalatya,0,1,0,0,https://twitter.com/ferhatkaratayy/status/1622737190651592704,positive,0.8296
6049,6088,1622737189892243458,2023-02-06 23:21:09+00:00,iremyalcinkayaa,Deprem bölgelerinde vatandaşların hizmetinde olan tesisler #deprem #Adana #Diyarbakır #Hatay #Kahramanmaraş #Osmaniye #Gaziantep #Elazığ #Malatya #Adıyaman #Kilis #Bingöl https://t.co/oq66vayO5W,0,1,0,0,https://twitter.com/iremyalcinkayaa/status/1622737189892243458,positive,0.9425
6051,6090,1622737187853721600,2023-02-06 23:21:09+00:00,haberinvaar,"Somalı madenciler, arama kurtarma çalışmalarına katılmak için THY uçağıyla Osmaniye'ye doğru yola çıktı. 
#deprem https://t.co/SdOoAHF21a",2,0,0,0,https://twitter.com/haberinvaar/status/1622737187853721600,positive,0.7287
6052,6091,1622737184267567105,2023-02-06 23:21:08+00:00,gunbsleo,@minmarpia #Hatay #hatayyardimbekliyor #deprem saatlerdir enkazdalar…. https://t.co/jVUmxOpFTx,0,0,0,0,https://twitter.com/gunbsleo/status/1622737184267567105,positive,0.8606
6054,6093,1622737181029593090,2023-02-06 23:21:07+00:00,sanane_eylul,YAYALİM LÜTFEN 📢📢📢📢📢📢 @haluklevent @AFADBaskanlik #deprem #AHBAP #Gaziantep #YARDIMEDİN @jahreindota https://t.co/swSoRXiWNI,0,1,1,0,https://twitter.com/sanane_eylul/status/1622737181029593090,positive,0.8461
6058,6097,1622737177430876164,2023-02-06 23:21:06+00:00,gizemkukrer,"Bu konuma arama ekibi gerekli. #deprem @AFADBaskanlik 

https://t.co/3iNLDvKP3r",1,2,0,0,https://twitter.com/gizemkukrer/status/1622737177430876164,positive,0.6079
6061,6100,1622737172313808896,2023-02-06 23:21:05+00:00,dokuzkydenkovu2,"TSK nerede????!

#deprem 
 #hatayyardimbekliyor",0,0,0,0,https://twitter.com/dokuzkydenkovu2/status/1622737172313808896,positive,0.9435
6062,6101,1622737171298893825,2023-02-06 23:21:05+00:00,MtKaraahmetoglu,"Kuşkusuz acımız çok büyük
Sözün bittiği zaman dilimindeyiz. Akyazı bugün organize oldu emeği geçen herkese teşekkür ediyorum
Allah yardımcımız olsun. 
#deprem #AFAD https://t.co/hSxzAg9Lxm",0,0,0,0,https://twitter.com/MtKaraahmetoglu/status/1622737171298893825,positive,0.8274
6063,6102,1622737170430558208,2023-02-06 23:21:05+00:00,Hilalelgormuss1,"İnsanlar Japonya’dan İran’dan kac saatlik mesafeden cıkıp geldiler. Biz hâla kendi şehrimiz Hatay’a ulaşamıyoruz şaka gibi.
#Hatay 
#hatayyardimbekliyor 
#deprem",0,1,4,0,https://twitter.com/Hilalelgormuss1/status/1622737170430558208,positive,0.5446
6065,6104,1622737169470177281,2023-02-06 23:21:04+00:00,Kymhmmdkaya,Şöyle düşünün #deprem’den kurtuluyorsunuz ama #TC’nin bombardımanına maruz kalıyorsunuz! “Bu devlet size ne etti?” diye soranlara bu günleri hatırlatın!!,0,0,2,0,https://twitter.com/Kymhmmdkaya/status/1622737169470177281,positive,0.7525
6069,6108,1622737163166048258,2023-02-06 23:21:03+00:00,yokmusartik,hatay’da 21 saat sonunda kurtarılan bir çocuk daha.. ne diyebilirim ki söyleyecek söz yok #deprem #hatay https://t.co/9gEaUalOiw,0,2,27,0,https://twitter.com/yokmusartik/status/1622737163166048258,positive,0.9886
6070,6110,1622737158384525312,2023-02-06 23:21:02+00:00,HeastesDark,Yayalım lütfen #deprem https://t.co/PCgdaQ9gPc,0,7,3,0,https://twitter.com/HeastesDark/status/1622737158384525312,positive,0.9238
6075,6115,1622737149891162119,2023-02-06 23:21:00+00:00,CaglaKayalar,barinma ihtiyaci icin saglanan tesisler lutfen daha çok insana ulassin 🙏🙏🙏 #deprem #Hatay #hatayyardimbekliyor #Elbistan #iskenderun #HelpTurkey #seferberlik #sondakikadeprem #YARDIM https://t.co/87iCVDiaHd,0,3,0,1,https://twitter.com/CaglaKayalar/status/1622737149891162119,positive,0.6949
6076,6116,1622737149580681217,2023-02-06 23:21:00+00:00,TurkGucuBirligi,"ÖNEMLİ DUYURU ⚠️

Lütfen #ENKAZALTINDA olan ve hâla kurtarılamayan vatandaşlarımız için tweetin altına adres bırakın RT edelim/edin ve yardım ulaşmasını sağlayalım ""BİRLİK OLALIM"" 

#deprem #hatayyardimbekliyor #Hatay #seferberlik #iskenderun #Turkey #YARDIM #AFAD",3,10,4,3,https://twitter.com/TurkGucuBirligi/status/1622737149580681217,positive,0.9793
6078,6118,1622737148246892546,2023-02-06 23:20:59+00:00,ElifKaleliAcar,İleride çok büyük trajediler olmasın.İnsanlık en çok ihtiyaç olan gereksinim.Kötülerden korursunuz bu en büyük iyilik. Lütfen yetkililer hariç teslim etmeyin başkalarına. Mümkünse takipçi olun. Ne olur gidin!!! #deprem #bebekdeprem #cocuklarasahipcikin,0,0,0,0,https://twitter.com/ElifKaleliAcar/status/1622737148246892546,positive,0.953
6081,6121,1622737143893204993,2023-02-06 23:20:58+00:00,srknball,"Duaya burun kıvırma!
Deprem bir dua vaktinin habercisidir!
Müsebbibül Esbap Cenab-ı Hakk’tır.
Hem fiili duamızı yapalım sebeplere müracat edip gayret edelim hem de ellerimizi açıp Cenab-ı Hakk’tan gayretimizin neticesini ümit edelim.

#sondakikadeprem #deprem",0,0,0,0,https://twitter.com/srknball/status/1622737143893204993,positive,0.9201
6084,6124,1622737138121863171,2023-02-06 23:20:57+00:00,emekcibiri,"# geçmiş olsun ülkem😞
#deprem 
#adana
#Kahramanmaras 
#Gaziantep 
#sanlıurfa
#malatya
#ADIYAMAN https://t.co/d8dCAFkm8I",0,0,2,0,https://twitter.com/emekcibiri/status/1622737138121863171,positive,0.9313
6085,6125,1622737137299759107,2023-02-06 23:20:57+00:00,nnazlkyaa,@KAktepe9206 Yayalım #deprem #Hatay #hatayantakya #YARDIMEDİN https://t.co/ExYseSCApO,0,1,0,0,https://twitter.com/nnazlkyaa/status/1622737137299759107,positive,0.9071
6086,6126,1622737136901320704,2023-02-06 23:20:57+00:00,jenniekim_w,"lütfen yalan haber yaymayın sizin yalan haberle meşgul etmeniz belki bir çok insanın canına mâl olabilir!
 #deprem #sanlıurfadeprem 
#deprem #yardım https://t.co/AQBfvUDU5h",0,4,2,0,https://twitter.com/jenniekim_w/status/1622737136901320704,positive,0.8714
6087,6127,1622737134326059008,2023-02-06 23:20:56+00:00,selami_yamar,"Van ilimizde şu an 10 adet 2+1 dayalı döşeli dairelerimiz mevcuttur, ihtiyacı olan kalmak isteyen aileler bu numaradan ulaşabilirler.

0 (532) 762 83 49
#deprem #sondakikadeprem",0,0,3,0,https://twitter.com/selami_yamar/status/1622737134326059008,positive,0.9265
6089,6129,1622737132916809728,2023-02-06 23:20:56+00:00,ebpru1,"ücretsiz konaklama desteği sağlayan otel ve konaklama tesisleri bilgilerine ulaşabilirsiniz #deprem #Hatay #SONDAKIKA

https://t.co/YyUmi2EBdI",0,0,0,0,https://twitter.com/ebpru1/status/1622737132916809728,positive,0.9838
6090,6130,1622737132837040130,2023-02-06 23:20:56+00:00,_KriptoAvcisi_,"YETKİLİLERİN DİKKATİNE❗️

#Bursa'da teşkilatımızca hazırlanan 37 adet iş makinesi yola çıkmak üzere hazırdır. İlgililerin ilgisini ve yönlendirmesini bekliyoruz

İletişim: Davut Balı - 05412295023
@AFADBaskanlik @DepremDairesi @bursaafad

#deprem #Hatay #ohal #hatayyardimbekliyor https://t.co/m7Dpijnt7v",0,1,1,0,https://twitter.com/_KriptoAvcisi_/status/1622737132837040130,positive,0.8628
6091,6131,1622737131993980929,2023-02-06 23:20:55+00:00,Rsavci7,"KALACAK YERLER‼️

Çok fazla kalacak yer soranlar var,bölgeler için kalacak yerler bu şekilde,olabildiğince yayalım herkes görsün!!!
#deprem #DEPREM #enkazaltındayım #ENKAZALTİNDAYİM @AFADBaskanlik #Gaziantep #sanlurfa #Hatay #Kahramanmaras #ADIYAMAN #Diyarbakir #Malatya https://t.co/cBSkgajlbV",0,78,27,2,https://twitter.com/Rsavci7/status/1622737131993980929,positive,0.8302
6094,6134,1622737126231052289,2023-02-06 23:20:54+00:00,merilond,Afad uygulamasından enkazdayıma basanlara daha öncelik var bildiğim kadarıyla yükleyin lütfen #Enkaz #deprem #Hatay #hatayyardimbekliyor #PrayForTurkey,0,3,1,0,https://twitter.com/merilond/status/1622737126231052289,positive,0.972
6097,6137,1622737122598813699,2023-02-06 23:20:53+00:00,ecemmyyyyy,Hatay yardım bekliyor!!! #Hatay #hatayyardimbekliyor #hatayafad #deprem #ahbaphatay,0,3,13,1,https://twitter.com/ecemmyyyyy/status/1622737122598813699,positive,0.9889
6100,6140,1622737119109054464,2023-02-06 23:20:52+00:00,sadabadli,"Ankara-Maraş 10 TL Metro Turizm

#deprem #DEPREMOLDU #AfetBoelgesiİlanEdilsin #ohal #MARAS #seferberlik #sondakikadeprem #YARDIM https://t.co/Vdl2ygXtpx",0,3,3,0,https://twitter.com/sadabadli/status/1622737119109054464,positive,0.7538
6102,6142,1622737115686617089,2023-02-06 23:20:52+00:00,sadecenginizm,Deprem bölgesinde bulunan vatandaşlarımız İstanbul'a tahliye edilebiliyorsa otelimizde misafir edip her türlü ihtiyacını karşılamaya hazırız. #deprem #Hatay #ohal #Malatya #Adıyaman #Adana,0,0,0,0,https://twitter.com/sadecenginizm/status/1622737115686617089,positive,0.7623
6103,6143,1622737114789040129,2023-02-06 23:20:51+00:00,tugcozdemir,Kapılarınızı açın! #deprem,0,0,0,0,https://twitter.com/tugcozdemir/status/1622737114789040129,positive,0.992
6105,6145,1622737106245238785,2023-02-06 23:20:49+00:00,enisgyd,"ASKERİ KIŞLADAN ÇIKARIN!!!!
#deprem #AFAD #Hatay #Elbistan #ahbap",0,2,2,0,https://twitter.com/enisgyd/status/1622737106245238785,positive,0.9388
6107,6147,1622737104026447873,2023-02-06 23:20:49+00:00,KalkReyhan,"@behicak Tam da bugün iş yerimde bundan bahsettim. ""Ama Devlet her yere nasıl yetişsine"" cevap olarak
Öncelikle mahalle örgütleri sonra ilçe, il birbirleriyle koordineli çalışmalı ....Fakat bunun olması için önce bilinçli, yaşamının değerini bilen, sorgulayan toplum oluşmalı... #deprem",2,0,52,1,https://twitter.com/KalkReyhan/status/1622737104026447873,positive,0.703
6108,6148,1622737099408506880,2023-02-06 23:20:48+00:00,mmmstrawberryy,"ACİL🚨
ARKADAŞLAR LÜTFEN YAYALIM!!!
#hatayyardimbekliyor #DEPREMOLDU
#deprem @haluklevent @OguzhanUgur @DepremDairesi https://t.co/FMoJ10eiSM",0,2,0,0,https://twitter.com/mmmstrawberryy/status/1622737099408506880,positive,0.9342
6109,6149,1622737097458057222,2023-02-06 23:20:47+00:00,bugrakrtp77,Ülkemizde kayıtlı 200.000 karavan var karavan sahipleri acilen deprem bölgesine yetişmeli #AFAD #deprem #Hatay #ohal #hatayyardimbekliyor #seferberlik #Elbistan #sondakikadeprem #iskenderun #nurdagi #YARDIM #kizilay,0,4,1,0,https://twitter.com/bugrakrtp77/status/1622737097458057222,positive,0.7474
6111,6151,1622737094614437894,2023-02-06 23:20:47+00:00,Sokaginsesi_TR,"Muharrem İnce:

""Devleti yönetenlere sesleniyorum; Burada kimse yok. Askeri, derhal kışlasından çıkarın!"" #deprem #Hatay #tsk https://t.co/746CmkTuLC",0,2,5,0,https://twitter.com/Sokaginsesi_TR/status/1622737094614437894,positive,0.8948
6116,6156,1622737085546348546,2023-02-06 23:20:44+00:00,ozlem___keklik,Ağlıyorum.. Tek yaptığımız dua etmek. #deprem #TSKyaYETKİVERİN,0,0,1,0,https://twitter.com/ozlem___keklik/status/1622737085546348546,positive,0.5289
6118,6159,1622737083629543426,2023-02-06 23:20:44+00:00,bidunyasevdim,"LÜTFEN YAYALIM 

#hatay #deprem #enkaz @AFADBaskanlik @AFADHatay @ahbap @ahbaphatay https://t.co/DhsEiWH6PJ",17,107,43,5,https://twitter.com/bidunyasevdim/status/1622737083629543426,positive,0.7505
6123,6164,1622737078306893824,2023-02-06 23:20:43+00:00,sumkoala,"Allah’ım görünen görünmeyen yardımcılarını gönder. Biz aciziz, zorda olan kullarına yardım et. Sana dua ediyor, sana sığınıyoruz. Sahibimiz sensin. #türkiye #suriye #deprem",0,0,6,0,https://twitter.com/sumkoala/status/1622737078306893824,positive,0.536
6125,6166,1622737074251001856,2023-02-06 23:20:42+00:00,nuressasiya,Herkes için üzülüyoruz ama kimin yarısı nerdeyse kalbi orda bir tık daha fazla atıyor 🥺 abim❤️ #deprem #Gaziantep #Turkey #ohal #seferberlik #hataydepremi,0,0,0,0,https://twitter.com/nuressasiya/status/1622737074251001856,positive,0.9699
6127,6168,1622737070623014912,2023-02-06 23:20:41+00:00,zsevgiergun,"#yineutandıktürkiyem #yinebaşaramadık
Annesiz ,babasız bıraktık çocukları ve evlâydı bıraktık anneleri, babaları. 
#deprem yine yendi bizi herzamanki gibi.Ama çok yaktı içimizi .",0,0,0,0,https://twitter.com/zsevgiergun/status/1622737070623014912,positive,0.8554
6128,6169,1622737068290875392,2023-02-06 23:20:40+00:00,egemnjk,Güzel ülkem... Yıllarca ne çok şey yaşadın ne çok şey yaşattın. Allah artık sana kaza bela göstermesin. #Türkiye #Deprem,0,0,0,0,https://twitter.com/egemnjk/status/1622737068290875392,positive,0.968
6131,6172,1622737065082224640,2023-02-06 23:20:39+00:00,fenerliTyrion,@ereenft 8 kişilik aile 6si cocuk @AFADBaskanlik @DepremDairesi #deprem #hatay,0,0,0,0,https://twitter.com/fenerliTyrion/status/1622737065082224640,positive,0.7706
6133,6174,1622737058493042690,2023-02-06 23:20:38+00:00,Gokalp_Akustik,22 saat oldu lütfen yardımlar çoğalsın @AFADBaskanlik #adana #Hatay #kahramanmarasdepremi #deprem #antep #ADIYAMAN,0,0,0,0,https://twitter.com/Gokalp_Akustik/status/1622737058493042690,positive,0.7872
6135,6176,1622737050809036801,2023-02-06 23:20:36+00:00,durukhavva11,Düşünmekten uyuyamıyorum Allahım sen yardımcıları ol senin kudretin herşeye yeter. 🤲🏻🥺😔 #deprem,0,0,5,0,https://twitter.com/durukhavva11/status/1622737050809036801,positive,0.8651
6139,6180,1622737045280944131,2023-02-06 23:20:35+00:00,Mervankizill,Çok güzel bir melek enkazın altından kurtarıldı. #deprem https://t.co/buFCv7ypUL,0,0,7,0,https://twitter.com/Mervankizill/status/1622737045280944131,positive,0.8444
6140,6181,1622737044504993793,2023-02-06 23:20:35+00:00,0_7140,"Asya Burcum 🧚🏻‍♀️💜 videosuna bir göz at! #TikTok https://t.co/xsBcgnuIyc

#deprem #Hatay #hatayyardimbekliyor #sondakikadeprem @AFADBaskanlik",0,0,0,0,https://twitter.com/0_7140/status/1622737044504993793,positive,0.9976
6141,6182,1622737043234193414,2023-02-06 23:20:34+00:00,ergunozdemir51,"Hatay’da 21 saatin sonunda bir yavrucağımız daha enkaz altından kurtarıldı…
#Turkey #nurdagi #YARDIM #iskenderun #Hatay #Enkaz #deprem https://t.co/J0Q9NLEGdB",0,1,0,0,https://twitter.com/ergunozdemir51/status/1622737043234193414,positive,0.7566
6142,6183,1622737041195782146,2023-02-06 23:20:34+00:00,mmmstrawberryy,"ACİL🚨
ARKADAŞLAR LÜTFEN YAYALIM!!!
#hatayyardimbekliyor #DEPREMOLDU
#deprem @haluklevent @OguzhanUgur @DepremDairesi https://t.co/3cLUYqbLss",0,2,0,0,https://twitter.com/mmmstrawberryy/status/1622737041195782146,positive,0.9385
6151,6192,1622737024934416388,2023-02-06 23:20:30+00:00,finansgundemcom,İzmir Valiliği: 2 bin 331 personel deprem bölgesine gönderildi #deprem #hatay #kahramanmaraş #izmir - https://t.co/RYSb7Annu1 https://t.co/pSsuYRjFWK,0,1,1,0,https://twitter.com/finansgundemcom/status/1622737024934416388,positive,0.9237
6153,6194,1622737022065561601,2023-02-06 23:20:29+00:00,bakakgorek,HATAYDA BİRİLERİNİN KURTULDUĞUNU GÖRMEK O KADAR GÜZEL Kİ @AFADHatay #deprem #Hatay,0,0,0,0,https://twitter.com/bakakgorek/status/1622737022065561601,positive,0.907
6155,6196,1622737019863461888,2023-02-06 23:20:29+00:00,mervecitdemir,"En uzun, en soğuk gece...
#deprem https://t.co/GjT9YPuqkl",0,0,6,0,https://twitter.com/mervecitdemir/status/1622737019863461888,positive,0.9168
6162,6203,1622737006487908353,2023-02-06 23:20:25+00:00,gulsenkades,"Gecenin şerrinden Sana sığınırız. Gecenin soğukluğundan, karanlığından Sana sığınırız. 

Allahım, enkaz altında kalan tüm canları koru, bekleyenlere beklediklerini selametle ver. Aciziz. Göndereceğin her hayra muhtacız. Amin.
#Türkiye #DoğalAfet #deprem",0,0,0,0,https://twitter.com/gulsenkades/status/1622737006487908353,positive,0.8407
6166,6207,1622737000133541889,2023-02-06 23:20:24+00:00,kaderhckrmoglu,"Yüreğimizin buz gibi olduğu en uzun gece olabilir. 
#deprem",0,0,0,0,https://twitter.com/kaderhckrmoglu/status/1622737000133541889,positive,0.8465
6167,6208,1622736998980100097,2023-02-06 23:20:24+00:00,berfinbolkar62,"#Erdbeben
#deprem 
#seferberlik 
Alkan tekstil #Diyarbakır 
Evleri hasar görenler dışarda kalanlar için lütfen bu bilgiyi yayalım https://t.co/1DPT3NNR1X",1,4,10,0,https://twitter.com/berfinbolkar62/status/1622736998980100097,positive,0.8889
6177,6218,1622736992759955460,2023-02-06 23:20:22+00:00,enesay33,"Vatandaslarimiz icin ucretsiz olan otellerin listesi bulunuyor,yayalim bilgilendirelim. #hatayyardimbekliyor #deprem #sondakikadeprem #iskenderun #Elbistan #hatayafad #YARDIM 

https://t.co/xqkPCFkBqQ",0,1,1,1,https://twitter.com/enesay33/status/1622736992759955460,positive,0.9729
6182,6223,1622736988871749633,2023-02-06 23:20:21+00:00,Y6Ghaber,"#SONDAKİKA
🔴 Hatay'da enkaz altında insanların olduğu bildiriliyor.
#deprem https://t.co/1Jmxn34H9u",0,0,4,0,https://twitter.com/Y6Ghaber/status/1622736988871749633,positive,0.5467
6183,6224,1622736988313989121,2023-02-06 23:20:21+00:00,hazalbekttas,"LÜTFEN YAYALIM
#deprem #Gaziantep #nurdagi https://t.co/we8PeuU7Yv",0,6,6,0,https://twitter.com/hazalbekttas/status/1622736988313989121,positive,0.7156
6185,6226,1622736986971725824,2023-02-06 23:20:21+00:00,lifescruell,"Yayalım lütfen

#deprem #Gaziantep #ACILYARDIM @AFADBaskanlik @DepremDairesi https://t.co/KbTaiSszTC",0,9,2,0,https://twitter.com/lifescruell/status/1622736986971725824,positive,0.8172
6187,6228,1622736980701245440,2023-02-06 23:20:19+00:00,mmmstrawberryy,"ACİL🚨
ARKADAŞLAR LÜTFEN YAYALIM!!!
#hatayyardimbekliyor #DEPREMOLDU
#deprem @haluklevent @OguzhanUgur @DepremDairesi https://t.co/phZF9UbZG7",0,1,0,0,https://twitter.com/mmmstrawberryy/status/1622736980701245440,positive,0.9357
6188,6229,1622736980650983456,2023-02-06 23:20:19+00:00,Emreexgfbb,Ulaşamadığınız tanıdıklarınız varsa adreslerini bilmiyorsanız Instagram emrexgfbb üzerinden bana ulaşabilirsiniz adresleri bulup afad ekibine iletebilirsiniz #SONDAKIKA #sondakikadeprem #hatayyardimbekliyor #deprem,0,0,0,0,https://twitter.com/Emreexgfbb/status/1622736980650983456,positive,0.9849
6190,6231,1622736977601744897,2023-02-06 23:20:19+00:00,mmeeriic,@omraksgn ADIYAMANA ACİL DESTEK ACİLLLL!!!!! #sondakikadeprem #deprem #AFAD #afadadiyaman #YARDIM https://t.co/tvh8eGmu48,1,2,0,0,https://twitter.com/mmeeriic/status/1622736977601744897,positive,0.9875
6196,6237,1622736968630120448,2023-02-06 23:20:16+00:00,aromatherapistO,"Deprem Bölgesine ücretsiz konaklama sağlayan otellerin listesi! Allah sizden razı olsun! 

Bu otelleri seyahatlerimizde unutmayalım! 

https://t.co/iOCiauDDxN

#AFADYARDIM
#Hatay 
#deprem #hatayyardimbekliyor #Gaziantep #kahramanmarasdepremi #kilis #Malatya #sanlıurfadeprem",0,1,1,0,https://twitter.com/aromatherapistO/status/1622736968630120448,positive,0.9834
6199,6240,1622736964679090178,2023-02-06 23:20:16+00:00,m33dusaa,@DepremDairesi #Hatay #hatayyardimbekliyor #deprem #hatayafad  lütfen yayalım https://t.co/rVqXD6nPZg,1,31,15,1,https://twitter.com/m33dusaa/status/1622736964679090178,positive,0.927
6202,6243,1622736962883928065,2023-02-06 23:20:15+00:00,frauBerr,"BEBEKLER, ÇOCUKLAR  !! LÜTFEN BEBEK VE ÇOCUKLARA SAHİP ÇIKIN!!! KAÇIRILMA VE HER TÜRLÜ İSTİSMARA KARŞI KORUYUN! TEK BIRAKMAYIN! 

BAKIN BUNU SAKIN ATLAMAYIN!! BU ÇOK ÇOK ÖNEMLİ!! #deprem  #sondakikadeprem #Elbistan #nurdagi #hataydepremi #YARDIM #HelpTurkey #ohal",0,2,1,0,https://twitter.com/frauBerr/status/1622736962883928065,positive,0.9959
6203,6244,1622736960795058183,2023-02-06 23:20:15+00:00,cereyanmen,"#deprem #aardbeving  Deprem Bölgesinde
Yardimlari bile siyaset icin https://t.co/b3vOiQkBTP",0,1,0,0,https://twitter.com/cereyanmen/status/1622736960795058183,positive,0.9091
6204,6245,1622736959083880449,2023-02-06 23:20:14+00:00,Mrttrk09,Böyle bir zamanda kimse Devletimizi zan altında bırakarak suçlaması yanlış bir davranıştır. Türk ordusu her daim Devleti'nin ve milletinin yanındadır. Devlet tüm imkanları ve kuruluslari ile vatandaşının yanındadir ve yaninda da olacaktır. Aksi düşünülemez. #deprem #TSKsahaya,0,0,0,0,https://twitter.com/Mrttrk09/status/1622736959083880449,positive,0.9067
6205,6246,1622736958039511041,2023-02-06 23:20:14+00:00,suattavcii,"Devasal inşaat firmalarımız var Neden harekete geçmiyorlar! Tüm Kırım döküm makinalarına ve kalifiyeli ustalara sahipler…
#deprem 
#hatayyardimbekliyor 
#TSKsahaya 
#seferberlik 
#kumsalbebek https://t.co/H6V7TmqUGH",0,0,2,0,https://twitter.com/suattavcii/status/1622736958039511041,positive,0.8065
6208,6249,1622736956047212546,2023-02-06 23:20:13+00:00,Frknwar,"#DEPREM

#KAHRAMANMARAŞ

24 SAAT 

Barınma - Yiyecek - İçecek https://t.co/YOv99cuea8",0,2,11,0,https://twitter.com/Frknwar/status/1622736956047212546,positive,0.9466
6209,6250,1622736955975823361,2023-02-06 23:20:13+00:00,sudokusude,"nolur destek 

#deprem @AFADBaskanlik @haluklevent https://t.co/wH9EUTDtHl",5,133,41,1,https://twitter.com/sudokusude/status/1622736955975823361,positive,0.8536
6210,6251,1622736953064976386,2023-02-06 23:20:13+00:00,yagmurkarasu03,"Hatay'da yol üzerlerinde kaza yapan ve yanan birçok terkedilmiş araç bulunuyor.

#deprem #Hatay #hatayyardimbekliyor #seferberlik #YARDIM https://t.co/lMoq9t33Md",0,0,1,0,https://twitter.com/yagmurkarasu03/status/1622736953064976386,positive,0.5936
